MAKE,MODEL,MYR,OL,OW,OH ,WB,CW ,A,B,C,D,E,F,G,TWF,TWR ,WDIST
AUDI,R8 2DR V8 COUPE FSI QUATTRO,08,443,190,125,265,1625,101,56,30,72,107,100,78,163,159,44/56
AUDI,R8 2DR V8 SPYDER FSI QUATTRO CONV,10,443,190,125,265,1695,109,159,N/A,73,115,99,79,164,160,44/56
AUDI,RS5 2DR CABRIOLET 4.2 TFSI S tronic,10,464,185,137,275,2040,124,49,33,77,111,89,102,157,155,51/49
AUDI,RS5 2DR COUPE 4.2 FSI QUATTRO,10,464,185,137,275,1820,124,49,33,77,111,89,102,157,155,51/49
AUDI,RS7 4DR HATCHBACK 4.0 TFSI QUATTRO,14,501,191,142,291,2030,144,232,34,78,112,97,114,164,164,54/46
AUDI,S3 SEDAN TFSI QUATTRO,14,447,180,142,264,1565,120,47,34,78,108,87,95,155,153,60/40
AUDI,S4 4DR SEDAN 3.0 TFSI QUATTRO/PREMIUM,09,470,183,143,281,1750,124,50,36,79,106,88,103,155,154,55/45
AUDI,S5 2DR CABRIOLET 3.0 TFSI QUATTRO/PREMIUM,10,464,185,137,275,1955,124,49,33,77,111,89,102,157,155,51/49
AUDI,S5 2DR COUPE 3.0 TFSI QUATTRO/QUATTRO PREMIUM,08,464,185,137,275,1750,124,49,33,77,111,89,102,157,155,51/49
AUDI,S6 4DR SEDAN 4.0 TFSI QUATTRO,11,492,187,146,291,1995,140,58,37,80,111,92,109,163,162,55/45
AUDI,S7 4DR HATCHBACK 4.0 TFSI QUATTRO,11,497,191,142,291,2045,140,230,34,78,112,93,112,164,164,54/46
AUDI,S8 4DR SEDAN 4.0 TFSI QUATTRO,10,512,195,146,299,2125,146,67,32,82,114,100,114,163,163,56/44
AUDI,SQ5 5DR SUV 3.0 TFSI QUATTRO,09,463,190,166,281,2000,126,156,40,86,116,91,93,160,160,53/47
AUDI,TT 2DR COUPE 2.0 TFSI QUATTRO/S-LINE,07,419,184,135,247,1440,122,45,28,80,113,90,82,156,155,61/39
AUDI,TT ROADSTER 2DR CONVERTIBLE 2.0 TFSI QUATTRO/,07,419,184,136,247,1515,122,N/A,28,80,N/A,90,82,156,155,61/39
AUDI,TTS 2DR COUPE 2.0 TFSI QUATTRO,07,420,184,135,247,1480,122,45,28,80,113,91,82,156,155,61/39
AUDI,TTS ROADSTER 2DR CONVERTIBLE 2.0 TFSI QUATTRO,07,420,184,136,247,1560,122,N/A,28,80,N/A,91,82,156,155,61/39
BENTLEY,CONTINENTAL 2DR CONV AWD GTC/GTC V-8/GTC SPEE,12,481,194,140,275,2495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,162,161,N/A
BENTLEY,CONTINENTAL 2DR COUPE AWD GT/GT V-8/GT SPEED/,11,481,194,140,275,2320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52/48
BENTLEY,CONTINENTAL FLYING SPUR 4DR SEDAN AWD,14,530,192,149,307,2475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BENTLEY,MULSANNE 4DR SEDAN RWD,11,558,193,152,327,2711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,162,165,52/48
BMW,2 SERIES 228i 2DR CABRIOLET RWD,15,443,177,141,269,1610,134,64,34,81,121,78,96,152,153,53/47
BMW,2 SERIES 228i 2DR COUPE RWD,14,443,177,142,268,1460,134,53,34,81,104,78,96,152,156,53/47
BMW,2 SERIES M235i 2DR CABRIOLET  RWD,15,443,177,141,269,1675,134,64,34,81,121,78,96,152,153,53/47
BMW,2 SERIES M235i 2DR COUPE RWD,14,443,177,142,268,1530,134,53,34,81,104,78,96,152,156,53/47
BMW,2 SERIES M235i xDRIVE 2DR COUPE AWD,14,443,177,142,268,1600,134,53,34,81,104,78,96,152,156,50/50
BMW,3 SERIES 320i 4DR SEDAN RWD,12,463,181,143,281,1474,137,52,37,77,109,78,104,154,158,50/50
BMW,3 SERIES 320i xDRIVE 4DR SEDAN AWD,12,463,181,143,281,1565,137,52,37,77,109,78,104,154,158,50/50
BMW,3 SERIES 328d xDRIVE 4DR SEDAN AWD,12,463,181,143,281,1642,137,52,37,77,109,78,104,154,158,50/50
BMW,3 SERIES 328i 4DR SEDAN RWD,12,463,181,143,281,1524,137,52,37,77,109,78,104,154,158,50/50
BMW,3 SERIES 328i xDRIVE 4DR SEDAN AWD,12,463,181,143,281,1630,137,52,37,77,109,78,104,154,158,50/50
BMW,3 SERIES 328i xDRIVE Gran Turismo,14,483,183,151,291,1776,141,119,38,82,108,81,110,154,159,49/51
BMW,3 SERIES 335i 4DR SEDAN RWD,12,463,181,143,281,1608,137,52,37,77,109,78,104,154,158,52/48
BMW,3 SERIES 335i xDRIVE 4DR SEDAN AWD,12,463,181,143,281,1676,137,52,37,77,109,78,104,154,158,52/48
BMW,3 SERIES 335i xDRIVE Gran Turismo,14,483,183,151,291,1819,141,119,38,82,108,81,110,154,159,49/51
BMW,3 SERIES ACTIVEHYBRID 3 4DR SEDAN RWD,12,463,181,143,281,1735,137,52,37,77,109,78,104,154,158,52/48
BMW,3 SERIES TOURING 328d xDRIVE 4DR WAGON,13,463,181,143,281,1719,137,163,37,77,103,78,104,153,157,49/51
BMW,3 SERIES TOURING 328i xDRIVE 4DR WAGON,13,463,181,143,281,1715,137,163,37,77,103,78,104,153,157,49/51
BMW,4 SERIES  428i 2DR CABRIOLET RWD,14,464,183,138,281,1812,137,65,35,80,124,79,104,155,159,50/50
BMW,4 SERIES  428i 2DR COUPE RWD,14,464,183,138,281,1551,137,53,35,80,106,79,104,155,159,50/50
BMW,4 SERIES  428i xDRIVE 2DR CABRIOLET AWD,14,464,183,138,281,1887,137,65,35,80,124,79,104,155,159,50/50
BMW,4 SERIES  428i xDRIVE 2DR COUPE AWD,14,464,183,138,281,1649,137,53,35,80,106,79,104,155,159,50/50
BMW,4 SERIES  435i 2DR CABRIOLET RWD,14,464,183,138,281,1864,137,65,35,80,124,79,104,155,159,50/50
BMW,4 SERIES  435i 2DR COUPE RWD,14,464,183,138,281,1624,137,53,35,80,106,79,104,155,159,50/50
BMW,4 SERIES  435i xDRIVE 2DR CABRIOLET AWD,14,464,183,138,281,1937,137,65,35,80,124,79,104,155,159,50/50
BMW,4 SERIES  435i xDRIVE 2DR COUPE AWD,14,464,183,138,281,1694,137,53,35,80,106,79,104,155,159,50/50
BMW,4 SERIES GRAN COUPE 428i 4DR SEDAN RWD,14,464,183,139,281,1617,137,100,35,80,106,79,104,155,159,49/51
BMW,4 SERIES GRAN COUPE 428i xDRIVE 4DR SEDAN AWD,14,464,183,139,281,1696,137,100,35,80,106,79,104,155,159,50/50
BMW,4 SERIES GRAN COUPE 435i 4DR SEDAN RWD,14,464,183,139,281,1696,137,100,35,80,106,79,104,155,159,50/50
BMW,4 SERIES GRAN COUPE 435i xDRIVE 4DR SEDAN AWD,14,464,183,139,281,1762,137,100,35,80,106,79,104,155,159,49/51
BMW,5 SERIES 528i 4DR SEDAN RWD,11,490,186,146,297,1730,148,55,38,81,111,83,110,160,163,51/49
BMW,5 SERIES 528i xDRIVE 4DR SEDAN AWD,11,490,186,146,297,1815,148,55,38,81,111,83,110,160,163,51/49
BMW,5 SERIES 535d xDRIVE 4DR SEDAN AWD,11,490,186,146,297,1930,148,55,38,81,111,83,110,160,163,51/49
BMW,5 SERIES 535i xDRIVE 4DR SEDAN AWD,11,490,186,146,297,1885,148,55,38,81,111,83,110,160,163,51/49
BMW,5 SERIES 535i xDRIVE Gran Turismo 5DR SEDAN A,10,500,190,156,307,2130,141,150,38,84,123,84,109,161,165,49/51
BMW,5 SERIES 550i 4DR SEDAN RWD,11,490,186,146,297,1980,148,55,38,81,111,83,110,160,163,51/49
BMW,5 SERIES 550i xDRIVE 4DR SEDAN AWD,11,490,186,146,297,2010,148,55,38,81,111,83,110,160,163,51/49
BMW,5 SERIES 550i xDRIVE Gran Turismo 5DR SEDAN A,10,500,190,156,307,2254,141,150,38,84,123,84,109,161,165,49/51
BMW,5 SERIES ACTIVEHYBRID 5 4DR SEDAN RWD,11,491,186,146,297,1925,148,55,38,81,111,83,110,160,163,51/49
BMW,6 SERIES  650i xDRIVE 2DR COUPE AWD,12,489,189,137,286,2000,158,60,32,82,107,94,110,160,167,54/46
BMW,6 SERIES CABRIOLET 650i xDRIVE 2DR CONV AWD,12,489,189,137,286,2109,158,N/A,32,82,N/A,94,110,160,167,52/48
BMW,6 SERIES GRAN COUPE 640i xDRIVE 4DR SEDAN,13,501,189,139,297,1980,158,60,31,81,107,94,110,160,167,53/47
BMW,6 SERIES GRAN COUPE 650i xDRIVE 4DR SEDAN,13,501,189,139,297,2089,158,60,31,81,107,94,110,160,167,53/47
BMW,7 SERIES 740Li xDRIVE 4DR SEDAN AWD,09,521,190,148,321,2053,139,60,38,81,112,87,114,161,163,50/50
BMW,7 SERIES 750i xDRIVE 4DR SEDAN AWD,09,507,190,148,307,2152,139,60,38,81,112,87,114,161,163,50/50
BMW,7 SERIES 750Li xDRIVE 4DR SEDAN AWD,09,521,190,148,321,2177,139,60,38,81,112,87,114,161,163,50/50
BMW,7 SERIES 760Li 4DR SEDAN RWD,09,521,190,148,321,2275,139,60,38,81,112,87,114,161,163,50/50
BMW,7 SERIES ACTIVEHYBRID 4DR SEDAN RWD,09,521,190,148,321,2123,139,60,38,81,112,87,114,161,163,52/48
BMW,i SERIES i3,14,400,178,158,257,1195,71,129,36,91,110,71,72,157,158,45/55
BMW,i SERIES i3 RANGE EXTENDER,14,400,178,158,257,1315,71,129,36,91,110,71,72,157,158,45/55
BMW,i SERIES i8,14,469,194,130,280,1575,132,48,26,79,107,96,93,164,158,N/A
BMW,M3 4DR SEDAN RWD,14,467,188,143,281,1606,139,53,37,77,109,81,105,158,160,52/48
BMW,M4 2DR CABRIOLET RWD,14,467,187,139,281,1839,137,65,35,80,124,81,105,158,160,48/52
BMW,M4 2DR COUPE RWD,14,467,187,138,281,1601,139,53,35,80,106,81,105,158,160,52/48
BMW,M5 4DR SEDAN RWD,12,491,186,146,296,1990,148,55,38,81,111,84,111,160,163,51/49
BMW,M6 2DR COUPE RWD,12,489,189,137,285,1930,158,60,32,82,107,94,110,160,167,53/47
BMW,M6 CABRIOLET 2DR CONV RWD,12,489,189,137,285,2045,158,N/A,32,82,N/A,94,110,160,167,50/50
BMW,M6 GRAN COUPE 4DR SEDAN,13,501,190,139,297,2009,158,60,31,81,107,94,110,163,161,52/48
BMW,X1 xDRIVE28i 4DR SUV,11,445,180,155,276,1690,137,140,38,81,112,79,90,150,153,51/49
BMW,X1 xDRIVE35i 4DR SUV,11,445,180,155,276,1765,137,140,38,81,112,79,90,150,153,52/48
BMW,X3 xDRIVE28d 4DR SUV,11,465,188,168,281,1919,138,158,44,85,114,85,97,162,163,50/50
BMW,X3 xDRIVE28i 4DR SUV,11,465,188,168,281,1882,138,158,44,85,114,85,97,162,163,50/50
BMW,X3 xDRIVE35i 4DR SUV,11,465,188,168,281,1919,138,158,44,85,114,85,97,162,163,50/50
BMW,X4 xDRIVE28i 4DR SUV,15,467,188,162,281,1873,135,114,42,89,116,86,100,162,163,49/51
BMW,X4 xDRIVE35i 4DR SUV,15,467,188,162,281,1932,135,114,42,89,116,86,100,162,163,51/49
BMW,X5 xDRIVE35d 4DR SUV,14,489,194,176,293,2236,140,179,44,91,113,89,107,164,165,50/50
BMW,X5 xDRIVE35i 4DR SUV,14,489,194,176,293,2173,140,179,44,91,113,89,107,164,165,50/50
BMW,X5 xDRIVE50i 4DR SUV,14,489,194,176,293,2336,140,179,44,91,113,89,107,164,165,50/50
BMW,X6 xDRIVE 35i 4DR SUV,15,491,199,170,293,2155,141,90,42,93,115,90,108,164,170,49/51
BMW,X6 xDRIVE 50i 4DR SUV,15,491,199,170,293,2345,141,90,42,93,115,90,108,164,170,52/48
BMW,X6M 4DR SUV AWD,15,491,199,170,293,2415,141,90,42,93,115,90,108,164,170,52/48
BMW,Z4 sDRIVE28i 2DR CONV RWD,09,424,179,129,250,1480,156,73,24,74,125,86,89,151,156,50/50
BMW,Z4 sDRIVE35i/35is 2DR CONV RWD,09,424,179,129,250,1585,156,73,24,74,125,86,89,151,156,50/50
BUICK,ENCLAVE 4DR SUV AWD,13,513,201,182,302,2233,108,205,41,88,105,100,112,171,170,55/45
BUICK,ENCLAVE 4DR SUV FWD,13,513,201,182,302,2143,108,205,41,88,105,100,112,171,170,55/45
BUICK,ENCORE 4DR SUV AWD,12,427,177,165,256,1523,111,138,39,90,102,94,77,154,154,60/40
BUICK,ENCORE 4DR SUV FWD,12,427,177,165,256,1468,111,138,39,90,102,94,77,154,154,60/40
BUICK,LACROSSE 4DR SEDAN I4 FWD,09,500,186,150,284,1712,116,52,33,86,111,102,114,156,157,57/43
BUICK,LACROSSE 4DR SEDAN V-6 AWD,09,500,186,150,284,1917,116,52,33,86,111,102,114,156,157,57/43
BUICK,LACROSSE 4DR SEDAN V-6 FWD,09,500,186,150,284,1772,116,52,33,86,111,102,114,156,157,58/42
BUICK,REGAL 4DR SEDAN eAssist,10,484,186,148,274,1652,135,62,31,83,115,102,108,159,159,58/42
BUICK,REGAL 4DR SEDAN TURBO/GS,10,484,186,148,274,1675,135,62,31,83,115,102,108,159,159,58/42
BUICK,VERANO 4DR SEDAN BASE/TURBO,11,467,181,148,269,1497,120,54,37,82,105,100,99,154,156,61/39
CADILLAC,ATS 2DR COUPE 2.0L AWD,14,468,185,136,277,1620,139,53,29,83,111,84,107,155,157,51/49
CADILLAC,ATS 2DR COUPE 2.0L RWD,14,468,185,136,277,1550,139,53,29,83,111,84,107,155,157,51/49
CADILLAC,ATS 2DR COUPE 3.6L AWD,14,468,185,136,277,1675,139,53,29,83,111,84,107,155,157,51/49
CADILLAC,ATS 2DR COUPE 3.6L RWD,14,468,185,136,277,1601,139,53,29,83,111,84,107,155,157,51/49
CADILLAC,ATS 4DR SEDAN BASE RWD,12,465,180,137,278,1503,140,53,32,81,108,83,104,152,154,50/50
CADILLAC,ATS 4DR SEDAN TURBO/3.6L V6 AWD,12,465,180,137,278,1607,140,53,32,81,108,83,104,152,154,51/49
CADILLAC,ATS 4DR SEDAN TURBO/3.6L V6 RWD,12,465,180,137,278,1530,140,53,32,81,108,83,104,152,154,51/49
CADILLAC,CTS 4DR SEDAN 2.0L AWD,14,497,183,145,291,1713,145,61,34,85,108,87,119,156,157,50/50
CADILLAC,CTS 4DR SEDAN 2.0L RWD,14,497,183,145,291,1642,145,61,34,85,108,87,119,156,157,50/50
CADILLAC,CTS 4DR SEDAN 3.6L AWD,14,497,183,145,291,1763,145,61,34,85,108,87,119,156,157,50/50
CADILLAC,CTS 4DR SEDAN 3.6L RWD,14,497,183,145,291,1703,145,61,34,85,108,87,119,156,157,50/50
CADILLAC,CTS VSPORT 4DR SEDAN RWD,14,497,183,145,291,1807,145,61,34,85,108,87,119,156,157,50/50
CADILLAC,ELR COUPE,14,472,185,142,269,1846,121,47,28,90,111,105,99,158,159,N/A
CADILLAC,SRX 4DR CUV AWD,09,483,191,167,282,2015,119,164,39,90,118,104,99,163,161,57/43
CADILLAC,SRX 4DR CUV FWD,09,483,191,167,282,1940,119,164,39,90,118,104,99,163,161,59/41
CADILLAC,XTS 4DR SEDAN AWD,12,513,185,148,284,1912,131,57,35,87,112,103,126,158,160,59/41
CADILLAC,XTS 4DR SEDAN FWD,12,513,185,148,284,1817,131,57,35,87,112,103,126,158,160,59/41
CADILLAC,ESCALADE,14,518,204,189,295,2649,138,209,43,103,122,103,120,175,174,52/48
CADILLAC,ESCALADE ESV,14,570,204,189,330,2740,138,261,43,103,122,103,137,175,174,51/49
CHEVROLET,2500 EXPRESS CARGO VAN LWB,03,620,202,208,394,2497,91,342,54,99,146,101,124,173,172,53/47
CHEVROLET,2500 EXPRESS CARGO VAN SWB,03,569,202,207,343,2400,91,291,54,99,146,101,124,173,172,53/47
CHEVROLET,2500 EXPRESS PASSENGER VAN SWB,03,569,202,207,343,2664,91,291,54,99,146,101,124,173,172,53/47
CHEVROLET,3500 EXPRESS CARGO VAN LWB,03,620,202,208,394,2525,91,342,54,99,146,101,124,173,172,53/47
CHEVROLET,3500 EXPRESS CARGO VAN SWB,03,569,202,207,343,2361,91,291,54,99,146,101,124,173,172,53/47
CHEVROLET,3500 EXPRESS PASSENGER VAN LWB,03,620,202,208,394,2906,91,342,54,99,146,101,124,173,172,53/47
CHEVROLET,3500 EXPRESS PASSENGER VAN SWB,03,569,202,207,343,2761,91,291,54,99,146,101,124,173,172,53/47
CHEVROLET,CAMARO 2DR COUPE RWD LS/LT,09,484,192,138,285,1687,140,61,27,81,115,92,107,162,163,52/48
CHEVROLET,CAMARO 2DR COUPE RWD SS,09,484,192,138,285,1773,140,61,27,81,115,92,107,162,162,52/48
CHEVROLET,CAMARO 2DR COUPE RWD Z28,09,484,195,138,285,1773,140,61,27,81,115,92,107,168,164,52/48
CHEVROLET,CAMARO 2DR COUPE RWD ZL1,09,484,192,138,285,1869,140,61,27,81,115,92,107,162,162,52/48
CHEVROLET,CAMARO CONVERTIBLE RWD LS/LT,11,484,192,138,285,1815,151,68,N/A,81,131,92,107,162,162,52/48
CHEVROLET,CAMARO CONVERTIBLE RWD SS,11,484,192,138,285,1892,151,68,N/A,81,131,92,107,162,162,52/48
CHEVROLET,CAMARO CONVERTIBLE RWD ZL1,11,484,192,138,285,1997,151,68,N/A,81,131,92,107,162,162,52/48
CHEVROLET,CITY EXPRESS VAN,14,473,173,187,293,1475,100,208,48,98,126,95,84,152,152,N/A
CHEVROLET,COLORADO CREW CAB L/BOX 2WD,14,571,189,179,357,1932,136,306,40,88,112,94,120,158,158,57/43
CHEVROLET,COLORADO CREW CAB L/BOX 4X4,14,571,189,179,357,2032,136,306,40,88,112,94,120,158,158,57/43
CHEVROLET,COLORADO CREW CAB S/BOX 2WD,14,540,189,179,326,1833,136,275,40,88,112,94,120,158,158,57/43
CHEVROLET,COLORADO CREW CAB S/BOX 4X4,14,540,189,179,326,2001,136,275,40,88,112,94,120,158,158,57/43
CHEVROLET,COLORADO EXTENDED CAB L/BOX 2WD,14,540,189,179,326,1791,136,275,40,88,112,94,120,158,158,57/43
CHEVROLET,COLORADO EXTENDED CAB L/BOX 4X4,14,540,189,179,326,1891,136,275,40,88,112,94,120,158,158,57/43
CHEVROLET,CORVETTE CONVERTIBLE STINGRAY/Z51,14,449,188,124,271,1525,159,94,27,74,128,91,87,160,157,49/51
CHEVROLET,CORVETTE CONVERTIBLE Z06,14,449,196,124,271,1624,159,94,27,74,128,91,87,160,157,50/50
CHEVROLET,CORVETTE COUPE STINGRAY/Z51,13,449,188,124,271,1497,159,41,27,74,102,91,87,160,157,49/51
CHEVROLET,CORVETTE COUPE Z06,13,449,196,124,271,1599,159,41,27,74,102,91,87,160,157,50/50
CHEVROLET,CRUZE 4DR SEDAN DIESEL,10,460,180,148,268,1574,128,53,33,80,110,96,96,154,156,61/39
CHEVROLET,CRUZE 4DR SEDAN LS/LT/LTZ/ECO,10,460,180,148,268,1399,128,53,33,80,110,96,96,154,156,61/39
CHEVROLET,EQUINOX 4DR SUV 2.4L AWD LS/LT/LTZ,09,479,184,170,286,1782,116,169,37,88,107,96,97,159,157,56/44
CHEVROLET,EQUINOX 4DR SUV 2.4L FWD LS/LT/LTZ,09,479,184,170,286,1706,116,169,37,88,107,96,97,159,157,56/44
CHEVROLET,EQUINOX 4DR SUV 3.6L AWD LS/LT/LTZ,09,479,184,170,286,1881,116,169,37,88,107,96,97,159,157,56/44
CHEVROLET,EQUINOX 4DR SUV 3.6L FWD LS/LT/LTZ,09,479,184,170,286,1778,116,169,37,88,107,96,97,159,157,56/44
CHEVROLET,IMPALA 4DR SEDAN 2.5L LS/LT/LTZ/2.4ECO,13,511,185,150,284,1661,135,69,30,84,113,101,126,157,160,59/41
CHEVROLET,IMPALA 4DR SEDAN 3.6L LT/LTZ,13,511,185,150,284,1717,135,69,30,84,113,101,126,157,160,59/41
CHEVROLET,IMPALA LIMITED 4DR SEDAN FWD,06,509,185,149,281,1613,128,65,38,78,109,110,120,157,158,61/39
CHEVROLET,MALIBU 4DR SEDAN LS/LT/LTZ,14,487,185,146,274,1625,131,63,37,80,114,99,114,158,157,60/40
CHEVROLET,MALIBU 4DR SEDAN TURBO LT/LTZ,14,487,185,146,274,1657,131,63,37,80,114,99,114,158,157,60/40
CHEVROLET,ORLANDO 4DR MINIVAN LS/LT/LTZ,11,465,184,163,276,1596,111,178,38,90,121,96,93,158,159,49/51
CHEVROLET,SILVERADO 1500 CREW CAB M/BOX 2WD,13,598,203,187,389,2341,136,328,44,89,129,100,108,175,172,57/43
CHEVROLET,SILVERADO 1500 CREW CAB M/BOX 4X4,13,598,203,188,389,2431,136,328,44,89,129,100,108,175,172,59/41
CHEVROLET,SILVERADO 1500 CREW CAB S/BOX 2WD,13,573,203,188,365,2301,136,304,44,89,129,100,108,175,172,56/44
CHEVROLET,SILVERADO 1500 CREW CAB S/BOX 4X4,13,573,203,188,365,2394,136,304,44,89,129,100,108,175,172,58/42
CHEVROLET,SILVERADO 1500 DOUBLE CAB M/BOX 2WD,13,573,203,188,365,2269,136,304,44,89,129,100,108,175,172,58/42
CHEVROLET,SILVERADO 1500 DOUBLE CAB M/BOX 4X4,13,573,203,188,365,2366,136,304,44,89,129,100,108,175,172,59/41
CHEVROLET,SILVERADO 1500 REG CAB L/BOX 2WD,13,559,203,187,338,2127,136,283,44,89,129,100,120,175,172,58/42
